user_id,signup_date,domain,org_size
1a9a3057,2025-01-20,gmail.com,SMB
449e9419,2025-01-03,hotmail.com,SMB
b993b814,2025-01-03,hotmail.com,SMB
4591df09,2025-01-20,mckinney.info,SMB
8fc44f0c,2025-01-17,gmail.com,SMB
33c3c379,2025-01-28,yahoo.com,Mid-Market
138ad2ae,2025-01-15,gmail.com,SMB
81e9611d,2025-01-01,martinez.com,SMB
46f49d64,2025-01-19,hotmail.com,Mid-Market
ddafa03c,2025-01-18,taylor.com,Mid-Market
7f6bf137,2025-01-28,hotmail.com,Mid-Market
60efc916,2025-01-21,fletcher.com,Mid-Market
a216b51b,2025-01-21,yahoo.com,SMB
0686594f,2025-01-22,gmail.com,SMB
14c168fc,2025-01-11,gmail.com,SMB
7a7ba017,2025-01-17,hotmail.com,Mid-Market
f7348843,2025-01-28,hotmail.com,SMB
3ada3fa0,2025-01-10,yahoo.com,SMB
26cf023f,2025-01-07,galvan-greer.com,SMB
12b6c03e,2025-01-22,gmail.com,SMB
028882b5,2025-01-05,yahoo.com,Mid-Market
3614e559,2025-01-29,yahoo.com,SMB
28203f0f,2025-01-08,yahoo.com,SMB
442cf2af,2025-01-05,yahoo.com,SMB
55106972,2025-01-06,hotmail.com,SMB
2e11ae36,2025-01-01,hotmail.com,SMB
8f77520b,2025-01-23,gmail.com,Mid-Market
3fa8143d,2025-01-18,gmail.com,SMB
b82f1333,2025-01-15,gmail.com,SMB
da37313c,2025-01-19,gmail.com,SMB
6b0a3b47,2025-01-05,yahoo.com,SMB
1f80d4e7,2025-01-15,hotmail.com,SMB
3a9bbfda,2025-01-03,hotmail.com,Mid-Market
3cff743c,2025-01-19,yahoo.com,Mid-Market
2c0b98b2,2025-01-27,yahoo.com,SMB
97e36157,2025-01-15,west.com,Mid-Market
2fb2e8ab,2025-01-05,hotmail.com,SMB
be78c72d,2025-01-16,gmail.com,Enterprise
c1b42e78,2025-01-04,gmail.com,SMB
1c5393c1,2025-01-01,yahoo.com,SMB
da9fca3d,2025-01-17,yahoo.com,SMB
6a626603,2025-01-21,yahoo.com,Mid-Market
203318d2,2025-01-21,yahoo.com,Mid-Market
2c57b921,2025-01-19,yahoo.com,SMB
78ff3f84,2025-01-13,yahoo.com,Mid-Market
2349c9ab,2025-01-17,gmail.com,Mid-Market
ea8be435,2025-01-25,yahoo.com,Enterprise
2d711ef0,2025-01-23,gmail.com,SMB
c65d8775,2025-01-30,yahoo.com,Mid-Market
bd24101b,2025-01-25,hotmail.com,Mid-Market
e7b2f4ca,2025-01-30,gmail.com,Mid-Market
622de238,2025-01-02,hotmail.com,Mid-Market
60a45ff3,2025-01-13,hotmail.com,Mid-Market
c2024846,2025-01-30,martin.net,Mid-Market
a5985f9d,2025-01-01,gmail.com,SMB
04408355,2025-01-28,yahoo.com,Mid-Market
90b0256a,2025-01-28,cortez.org,SMB
2d531e37,2025-01-22,hampton.com,Mid-Market
f4619391,2025-01-08,gmail.com,SMB
8a26d4aa,2025-01-02,hotmail.com,SMB
371d74d2,2025-01-09,hotmail.com,SMB
0a4b3e5e,2025-01-25,yahoo.com,SMB
166f7ad2,2025-01-20,yahoo.com,Mid-Market
c3664161,2025-01-11,smith.com,SMB
c978fcf3,2025-01-08,gmail.com,SMB
3ea2716a,2025-01-26,ward.com,SMB
27e39257,2025-01-26,yahoo.com,Mid-Market
341b586e,2025-01-21,yahoo.com,SMB
a7465fac,2025-01-05,hotmail.com,SMB
cf5b3e2d,2025-01-23,yahoo.com,SMB
6b085792,2025-01-20,gmail.com,Enterprise
a4d29044,2025-01-06,yahoo.com,SMB
606c14c8,2025-01-04,yahoo.com,SMB
270aa928,2025-01-07,orozco.org,Enterprise
71d80975,2025-01-02,gmail.com,SMB
684117bb,2025-01-02,hotmail.com,Mid-Market
b341a801,2025-01-17,hotmail.com,Mid-Market
294f12b9,2025-01-04,hotmail.com,SMB
141f44d4,2025-01-17,hotmail.com,SMB
d597ad90,2025-01-24,gmail.com,SMB
61a5283c,2025-01-03,gmail.com,SMB
dc359922,2025-01-17,gmail.com,Mid-Market
e746e85a,2025-01-26,yahoo.com,Mid-Market
724085e3,2025-01-22,yahoo.com,Mid-Market
9a3df4b9,2025-01-13,yahoo.com,SMB
cf8f6d6d,2025-01-23,hall.com,SMB
ee111ea8,2025-01-28,yahoo.com,SMB
809d1901,2025-01-21,hotmail.com,Mid-Market
b05fee94,2025-01-20,yahoo.com,SMB
963dbbb2,2025-01-13,gmail.com,SMB
d9fe3e93,2025-01-26,smith.org,Mid-Market
7956b072,2025-01-09,gmail.com,SMB
90b52598,2025-01-13,gray.com,SMB
679dba82,2025-01-21,yahoo.com,SMB
39da3d88,2025-01-14,yahoo.com,Mid-Market
3024cc83,2025-01-04,hotmail.com,SMB
c67a038b,2025-01-02,yahoo.com,Enterprise
e3306633,2025-01-03,hotmail.com,Mid-Market
582f8b05,2025-01-14,trevino.com,Mid-Market
6cc87806,2025-01-23,sullivan-lamb.net,Enterprise
7727cde5,2025-01-25,torres.com,SMB
37248619,2025-01-17,yahoo.com,SMB
35f84262,2025-01-02,yahoo.com,SMB
9832a85d,2025-01-20,hotmail.com,Mid-Market
239a1744,2025-01-14,gmail.com,SMB
36c84d76,2025-01-27,hotmail.com,SMB
4ff29142,2025-01-06,george.net,Mid-Market
783ae4b3,2025-01-29,gmail.com,SMB
cb016257,2025-01-18,gmail.com,SMB
55d5c1a7,2025-01-17,hotmail.com,Mid-Market
60bbda21,2025-01-15,yahoo.com,Mid-Market
b9fe1223,2025-01-20,yahoo.com,SMB
0515b750,2025-01-02,gmail.com,SMB
baf5910d,2025-01-04,miller-nunez.com,Mid-Market
dc27a5f2,2025-01-25,hotmail.com,Enterprise
2ed44344,2025-01-11,gmail.com,Enterprise
4f23653b,2025-01-14,yahoo.com,SMB
18bae932,2025-01-16,hotmail.com,Mid-Market
10a1fba9,2025-01-25,gmail.com,Enterprise
92db6372,2025-01-17,hotmail.com,Enterprise
5871ba0a,2025-01-20,gmail.com,SMB
899c8540,2025-01-04,alvarez-jackson.com,SMB
877b4786,2025-01-03,hotmail.com,Mid-Market
2302f152,2025-01-01,mendoza.com,SMB
32888d73,2025-01-03,hotmail.com,SMB
7f820a65,2025-01-04,yahoo.com,SMB
1811d81d,2025-01-19,dean.com,SMB
c664becf,2025-01-25,yahoo.com,SMB
4731fbf3,2025-01-01,gmail.com,SMB
085a478c,2025-01-27,hotmail.com,Mid-Market
cbc35fe8,2025-01-10,hotmail.com,SMB
a1e12fbb,2025-01-16,hotmail.com,Mid-Market
1110d145,2025-01-07,yahoo.com,SMB
888c5fb9,2025-01-29,conley.org,Mid-Market
ef65bb2c,2025-01-28,yahoo.com,Mid-Market
9875391e,2025-01-15,hotmail.com,SMB
4cf0c0a9,2025-01-27,hotmail.com,Mid-Market
9362b0db,2025-01-26,yahoo.com,SMB
e56deead,2025-01-24,norris-allen.com,SMB
86295aa2,2025-01-22,baker.com,Enterprise
94322121,2025-01-26,perry.com,SMB
9702126c,2025-01-20,yahoo.com,SMB
f80f6255,2025-01-04,gmail.com,SMB
f16ce3ec,2025-01-24,yahoo.com,Mid-Market
199a1269,2025-01-22,hotmail.com,Mid-Market
61ecf547,2025-01-06,phelps.biz,SMB
87801f8a,2025-01-10,gmail.com,Mid-Market
d5ff143d,2025-01-01,hotmail.com,Mid-Market
9fe17c43,2025-01-26,yahoo.com,Enterprise
9198919d,2025-01-10,yahoo.com,SMB
0ac7b89c,2025-01-14,yahoo.com,SMB
0ae7f213,2025-01-03,hotmail.com,SMB
4e9dc06c,2025-01-24,gmail.com,Mid-Market
0bd4dc3e,2025-01-06,hotmail.com,Enterprise
f27aaee1,2025-01-05,gmail.com,Mid-Market
bc312a64,2025-01-02,hotmail.com,SMB
8e97331b,2025-01-17,gmail.com,Mid-Market
8eae7580,2025-01-14,hotmail.com,Mid-Market
5b9d839a,2025-01-18,gmail.com,SMB
327d30da,2025-01-02,hotmail.com,SMB
8cdfc968,2025-01-05,green-smith.com,SMB
d1998ec4,2025-01-08,hotmail.com,Mid-Market
3fc56454,2025-01-29,yahoo.com,Mid-Market
21048283,2025-01-01,hotmail.com,SMB
324df46c,2025-01-20,hotmail.com,Mid-Market
88292fe6,2025-01-30,cook.info,Enterprise
cfe8d907,2025-01-23,gmail.com,Enterprise
d9cfa8a6,2025-01-05,hotmail.com,SMB
e2baa967,2025-01-16,yahoo.com,Mid-Market
c862d3da,2025-01-02,gmail.com,SMB
79f0eeb5,2025-01-30,jacobson.info,SMB
5f59a246,2025-01-17,gmail.com,Mid-Market
652a6ba3,2025-01-20,yahoo.com,SMB
ed788c8f,2025-01-07,turner.com,SMB
34268a48,2025-01-16,hotmail.com,SMB
10003c6f,2025-01-21,bowman.com,Mid-Market
a7e3492d,2025-01-20,yahoo.com,Mid-Market
b7d2f345,2025-01-24,gmail.com,SMB
95154a88,2025-01-09,soto-day.com,SMB
0555f19a,2025-01-02,gmail.com,SMB
4d296f93,2025-01-01,gmail.com,Mid-Market
818a3d55,2025-01-12,gmail.com,SMB
a10d2916,2025-01-01,gmail.com,Mid-Market
91d0b9e6,2025-01-18,gmail.com,SMB
69616ff2,2025-01-01,yahoo.com,Mid-Market
cf105010,2025-01-07,gmail.com,SMB
a08490e4,2025-01-12,hotmail.com,SMB
cd84364d,2025-01-23,yahoo.com,SMB
dda63f50,2025-01-03,yahoo.com,SMB
a5b66121,2025-01-27,gmail.com,Mid-Market
30c1d8e1,2025-01-02,hotmail.com,Mid-Market
4a238b38,2025-01-28,gmail.com,Mid-Market
ac485c22,2025-01-25,casey.com,SMB
ba42d49a,2025-01-10,gmail.com,SMB
ac6d5c4c,2025-01-30,yahoo.com,SMB
390ed57f,2025-01-11,mendoza.net,Mid-Market
fca58fc8,2025-01-19,vincent.com,SMB
5f300faf,2025-01-12,hotmail.com,Mid-Market
4de3e9cd,2025-01-18,gmail.com,SMB
0ea892db,2025-01-23,gmail.com,SMB
a89f72e1,2025-01-29,gmail.com,SMB
ec323d83,2025-01-15,silva.com,SMB
30dbc890,2025-01-06,gmail.com,Mid-Market
90882f42,2025-01-18,fleming.com,Enterprise
5183aefa,2025-01-16,yahoo.com,SMB
4a8a7b0c,2025-01-05,yahoo.com,Mid-Market
d1c86758,2025-01-03,yahoo.com,SMB
ac2758a7,2025-01-10,smith.com,Mid-Market
425d2229,2025-01-01,hotmail.com,SMB
2166def0,2025-01-05,patel.com,SMB
955ee948,2025-01-10,gmail.com,SMB
a446a21d,2025-01-08,gmail.com,SMB
5d42afc5,2025-01-12,gmail.com,SMB
b64012d7,2025-01-09,yahoo.com,Mid-Market
01214cc7,2025-01-03,leonard-baker.org,Mid-Market
232af3f4,2025-01-28,yahoo.com,Mid-Market
61d8f3dc,2025-01-10,hotmail.com,SMB
02b2beb3,2025-01-16,gmail.com,SMB
786442e5,2025-01-21,johnson.net,Mid-Market
7c9f97bd,2025-01-04,gmail.com,SMB
f3c4fc00,2025-01-12,johnson-williams.com,SMB
77ea6c1c,2025-01-29,yahoo.com,SMB
7287c425,2025-01-12,gmail.com,Mid-Market
8fff0181,2025-01-22,gmail.com,SMB
c425ef61,2025-01-10,yahoo.com,SMB
1ca719f8,2025-01-21,gmail.com,Mid-Market
239e6adb,2025-01-26,gmail.com,Mid-Market
5b8ba452,2025-01-16,gmail.com,Enterprise
306fa23d,2025-01-06,gmail.com,SMB
e38e9d3e,2025-01-19,yahoo.com,Mid-Market
c66b07b5,2025-01-11,smith-dodson.com,SMB
9b1bf8a0,2025-01-11,gmail.com,Mid-Market
41aecca4,2025-01-07,williams-velasquez.biz,SMB
3f7dae4a,2025-01-17,yahoo.com,SMB
d7832fff,2025-01-28,hotmail.com,SMB
a24abb17,2025-01-23,gmail.com,Mid-Market
143f1f9a,2025-01-03,yahoo.com,SMB
2ad9ad48,2025-01-03,yahoo.com,Mid-Market
0b2a6ba5,2025-01-25,hotmail.com,Enterprise
8c7ab0c3,2025-01-16,hotmail.com,Enterprise
0edb25eb,2025-01-07,hotmail.com,SMB
f2ee4b7e,2025-01-16,whitaker.net,SMB
cfc8c632,2025-01-12,yahoo.com,SMB
d539d75f,2025-01-03,yahoo.com,Mid-Market
cedbc086,2025-01-23,gmail.com,Mid-Market
5026f247,2025-01-28,yahoo.com,Mid-Market
8b291ab3,2025-01-19,yahoo.com,Mid-Market
f4d6c1b2,2025-01-17,gmail.com,SMB
3c518f4c,2025-01-17,yahoo.com,Mid-Market
75db307d,2025-01-25,hart-parsons.info,Enterprise
8df2a3af,2025-01-19,hotmail.com,Mid-Market
dae3508f,2025-01-24,yahoo.com,Mid-Market
8f020ae3,2025-01-16,hotmail.com,SMB
c4d09b8d,2025-01-08,yahoo.com,SMB
32f54e05,2025-01-24,gmail.com,SMB
e059630d,2025-01-03,hotmail.com,SMB
bc4e3af8,2025-01-24,yahoo.com,SMB
3e1005b2,2025-01-03,yahoo.com,SMB
d0a94e8e,2025-01-21,yahoo.com,Mid-Market
583d0de3,2025-01-28,yahoo.com,SMB
7ede7540,2025-01-24,yahoo.com,Enterprise
db856fe2,2025-01-19,hotmail.com,SMB
2a60eaf5,2025-01-09,gmail.com,SMB
7d27272e,2025-01-04,hotmail.com,SMB
86ed9a36,2025-01-04,hotmail.com,Mid-Market
8644f7eb,2025-01-15,gmail.com,Enterprise
32aef9df,2025-01-16,yahoo.com,SMB
5cd0eacc,2025-01-14,yahoo.com,SMB
9fd904c0,2025-01-09,yahoo.com,SMB
e5cb3111,2025-01-25,yahoo.com,Mid-Market
63a6ddd9,2025-01-20,hotmail.com,SMB
97996f47,2025-01-12,hotmail.com,Enterprise
5b051158,2025-01-03,yahoo.com,Enterprise
a22c42f0,2025-01-03,hotmail.com,SMB
aee5d0d6,2025-01-29,gmail.com,SMB
1ec5d776,2025-01-11,hotmail.com,Enterprise
b2c23aff,2025-01-16,hotmail.com,Mid-Market
e9d32f74,2025-01-02,yahoo.com,Mid-Market
0baefb47,2025-01-27,shaw-robinson.info,SMB
248d67e6,2025-01-19,yahoo.com,Mid-Market
75c4eccd,2025-01-28,gmail.com,SMB
067b8201,2025-01-17,evans.info,SMB
a89da63f,2025-01-10,yahoo.com,Enterprise
0cc113c4,2025-01-23,ramos-shaw.com,SMB
5d8ec3dc,2025-01-04,yahoo.com,Mid-Market
a898e170,2025-01-12,yahoo.com,SMB
d2769d85,2025-01-06,hotmail.com,SMB
b9ea71a9,2025-01-03,patel.com,SMB
3b0dbe2d,2025-01-13,gmail.com,SMB
8fa7e016,2025-01-12,gmail.com,Enterprise
723814ce,2025-01-25,gmail.com,Mid-Market
ad0e8923,2025-01-16,gmail.com,Mid-Market
9b2f6240,2025-01-15,hotmail.com,Mid-Market
6dd66a5d,2025-01-25,hotmail.com,Mid-Market
e684edd9,2025-01-07,yahoo.com,SMB
1cc689ea,2025-01-27,gmail.com,SMB
788f6807,2025-01-09,hotmail.com,SMB
5b7aa835,2025-01-17,hotmail.com,SMB
7568a75c,2025-01-12,hotmail.com,Mid-Market
3efc9616,2025-01-16,hotmail.com,Mid-Market
f222fde6,2025-01-20,yahoo.com,Mid-Market
a8850998,2025-01-30,martinez.com,SMB
8d4460c3,2025-01-16,yahoo.com,SMB
5e9e0c05,2025-01-04,parker.net,SMB
ad55c641,2025-01-14,hotmail.com,Mid-Market
60a2d2af,2025-01-09,brown.org,Mid-Market
4b0cbf0c,2025-01-03,gmail.com,Mid-Market
38f511db,2025-01-07,yahoo.com,Enterprise
83ff30f5,2025-01-06,wood.org,SMB
c4b12fe1,2025-01-12,hotmail.com,Enterprise
8776dc16,2025-01-13,barnes.com,Enterprise
b28685d9,2025-01-30,yahoo.com,SMB
f3d0a149,2025-01-05,hotmail.com,SMB
53d8b963,2025-01-19,stephenson-baker.com,SMB
75711b8b,2025-01-11,wilson.com,SMB
ca232cd7,2025-01-26,yahoo.com,SMB
496447be,2025-01-12,hotmail.com,Mid-Market
832b7269,2025-01-06,gmail.com,Mid-Market
9e25e01d,2025-01-13,solis.com,SMB
6ce523ce,2025-01-17,day.info,SMB
09fac1bc,2025-01-05,gmail.com,SMB
5325de2f,2025-01-04,hotmail.com,SMB
526ecbbf,2025-01-18,peterson.com,SMB
0ad99e1b,2025-01-03,hotmail.com,SMB
839d09a4,2025-01-27,hotmail.com,SMB
a82f229b,2025-01-04,hotmail.com,SMB
c4fa969e,2025-01-04,fitzgerald.com,SMB
27ea38f0,2025-01-27,hotmail.com,Mid-Market
cfae948c,2025-01-24,yahoo.com,SMB
1a92b04e,2025-01-07,hernandez.org,SMB
4da78915,2025-01-03,kim.info,SMB
681cf96c,2025-01-05,gmail.com,Mid-Market
1e2de8fc,2025-01-23,yahoo.com,SMB
0d84b8aa,2025-01-01,gmail.com,Mid-Market
6802d0b0,2025-01-12,perez.com,Mid-Market
9cfe6b15,2025-01-05,coleman.com,SMB
bbdc6227,2025-01-27,gmail.com,SMB
57e506ae,2025-01-25,gmail.com,Mid-Market
ccbac79b,2025-01-06,yahoo.com,SMB
12f93b9c,2025-01-22,browning.com,Enterprise
75c91995,2025-01-17,gmail.com,SMB
c11a298c,2025-01-10,yahoo.com,Mid-Market
93d96923,2025-01-14,hill.biz,Mid-Market
1c3f26aa,2025-01-27,gmail.com,SMB
13c54267,2025-01-11,kline-murphy.com,Mid-Market
8e14f073,2025-01-16,gmail.com,Mid-Market
6eab8523,2025-01-28,brown.com,SMB
b86f44c8,2025-01-02,hotmail.com,SMB
be9dc7b8,2025-01-08,hotmail.com,Mid-Market
3c69e6cb,2025-01-25,west.info,SMB
1886403d,2025-01-24,gmail.com,Mid-Market
0b84bb24,2025-01-26,yahoo.com,SMB
47702047,2025-01-16,williams.biz,SMB
a61825a4,2025-01-01,gmail.com,Enterprise
0d7af33f,2025-01-28,ochoa.biz,Mid-Market
0212338a,2025-01-29,gmail.com,Mid-Market
89ff2179,2025-01-04,gmail.com,SMB
2b472454,2025-01-11,gmail.com,SMB
654f01a6,2025-01-27,gmail.com,SMB
c558e669,2025-01-28,yahoo.com,Mid-Market
058e6c7e,2025-01-22,hotmail.com,Mid-Market
77c056b0,2025-01-02,gmail.com,Enterprise
a4fa0b37,2025-01-18,gmail.com,SMB
2315dec4,2025-01-12,yahoo.com,Mid-Market
526af85e,2025-01-28,patterson.info,SMB
c7692152,2025-01-15,yahoo.com,Enterprise
c0852dfd,2025-01-14,gmail.com,SMB
cdba0acc,2025-01-05,mclaughlin.com,SMB
35ea758b,2025-01-08,yahoo.com,SMB
4408241c,2025-01-10,hotmail.com,Mid-Market
8f2bca0f,2025-01-11,yahoo.com,SMB
0e37fab3,2025-01-03,green.org,SMB
fe4e698a,2025-01-17,gmail.com,SMB
90391e52,2025-01-11,gmail.com,SMB
1a635fda,2025-01-22,hotmail.com,SMB
305a35ca,2025-01-23,gmail.com,SMB
b5785338,2025-01-21,gmail.com,SMB
b15bc988,2025-01-22,johnson-ross.com,SMB
16cbc6d5,2025-01-11,hotmail.com,Mid-Market
8c6d1533,2025-01-16,yahoo.com,SMB
