event_id,user_id,timestamp,event_name
5c218e97,df6431c9,2025-01-14 01:01:07.178407,team_invited
1609e2e1,df6431c9,2025-01-13 16:09:45.439061,video_recorded
e8bda9fa,df6431c9,2025-01-12 08:13:12.199202,video_recorded
6ac7ae67,df6431c9,2025-01-15 00:50:40.299600,video_shared
06e5a160,df6431c9,2025-01-14 03:09:05.316313,integration_connected
ff841a6b,df6431c9,2025-01-12 20:38:42.702917,video_shared
dfb66ec8,df6431c9,2025-01-16 05:25:47.779042,video_shared
12af9118,df6431c9,2025-01-12 05:46:03.029000,video_shared
6dbb35d1,df6431c9,2025-01-12 12:39:29.526523,integration_connected
8bad9948,df6431c9,2025-01-16 22:51:49.931262,team_invited
59739902,df6431c9,2025-01-18 03:42:33.914151,team_invited
328ab3fd,df6431c9,2025-01-12 14:52:03.627472,team_invited
b7709f9a,df6431c9,2025-01-14 07:48:25.894590,team_invited
9b8c6b2c,df6431c9,2025-01-18 19:01:31.694695,video_shared
603e5e05,df6431c9,2025-01-12 08:23:40.687904,video_shared
82391bec,df6431c9,2025-01-13 16:06:29.353960,team_invited
c7a134b4,541bcf25,2025-01-08 09:11:34.757489,video_recorded
fed3f835,541bcf25,2025-01-16 14:08:40.995002,video_recorded
6ef4694f,541bcf25,2025-01-10 04:39:52.567253,app_error
e86b0d27,541bcf25,2025-01-09 08:32:31.790132,help_center_view
f5f23748,541bcf25,2025-01-17 20:18:16.956889,video_recorded
e897c6c3,c339c05e,2025-01-19 19:42:55.544799,video_recorded
c734d77b,c339c05e,2025-01-17 03:48:19.001849,video_recorded
ce6f68d2,c339c05e,2025-01-24 03:59:52.758522,video_recorded
c9e22f7c,e8c4f5b5,2025-01-07 09:13:37.463452,video_recorded
f43adb2f,e8c4f5b5,2025-01-10 21:01:07.709585,video_recorded
55cf912e,e8c4f5b5,2025-01-18 07:10:54.574289,video_recorded
359c1ffd,563e981a,2025-01-14 20:43:15.568959,video_shared
fa5d129a,563e981a,2025-01-09 17:54:41.298670,team_invited
5409d8f3,563e981a,2025-01-13 23:23:01.742893,video_shared
633adb37,563e981a,2025-01-09 07:16:50.624771,integration_connected
9cbbd178,563e981a,2025-01-10 12:29:19.231311,team_invited
9bc74c1c,563e981a,2025-01-14 10:55:21.782183,team_invited
78d0de2a,563e981a,2025-01-12 23:40:35.672746,video_shared
a1da7c76,563e981a,2025-01-11 08:08:13.450849,team_invited
93eb840b,563e981a,2025-01-09 18:40:58.109293,video_recorded
28c14c18,563e981a,2025-01-21 01:55:41.359577,team_invited
ba4d5991,563e981a,2025-01-09 21:45:37.038181,integration_connected
1ef2be8f,563e981a,2025-01-19 02:14:28.301356,team_invited
40c94696,563e981a,2025-01-15 10:15:30.294156,video_recorded
18323441,563e981a,2025-01-09 23:32:22.259221,team_invited
1f6176bc,563e981a,2025-01-14 15:00:27.228943,team_invited
3750b207,563e981a,2025-01-10 13:19:20.865808,team_invited
b0b66a68,563e981a,2025-01-14 17:02:22.845356,integration_connected
0942025e,563e981a,2025-01-13 14:47:11.799758,team_invited
75cbad4b,563e981a,2025-01-11 14:34:40.237413,video_shared
5f968106,563e981a,2025-01-17 10:43:33.171202,integration_connected
17864964,563e981a,2025-01-10 00:02:43.662587,video_shared
ff4fb02a,563e981a,2025-01-10 23:51:51.194650,video_shared
0648d2af,563e981a,2025-01-24 14:03:42.504057,video_recorded
a3ade9e7,563e981a,2025-01-09 01:18:47.994261,video_shared
0eab9c7e,563e981a,2025-01-09 14:11:06.611462,video_shared
a1b00afa,563e981a,2025-01-13 02:09:12.886826,team_invited
9064cb2b,563e981a,2025-01-10 02:30:52.260206,team_invited
33cf18f2,563e981a,2025-01-11 03:11:13.719713,team_invited
1b53d4e9,563e981a,2025-01-09 20:45:26.846849,team_invited
d03ff2c2,563e981a,2025-01-20 13:47:10.879541,video_shared
84f5ae75,563e981a,2025-01-16 02:19:00.705865,video_shared
2c243ce4,563e981a,2025-01-10 07:01:30.200313,team_invited
fe5e835c,563e981a,2025-01-12 07:35:21.624757,team_invited
99a747bb,563e981a,2025-01-09 18:50:08.119989,video_shared
d3ed2f2c,563e981a,2025-01-11 13:06:07.979102,team_invited
34ff7a48,563e981a,2025-01-09 03:12:35.910258,integration_connected
2d985612,563e981a,2025-01-10 21:42:13.313837,video_shared
78a7f5fa,563e981a,2025-01-15 10:47:11.450874,team_invited
73488e47,563e981a,2025-01-18 04:15:28.441801,video_shared
9626e0c7,563e981a,2025-01-11 09:56:10.728719,team_invited
83aae234,563e981a,2025-01-20 18:52:09.709737,video_recorded
c96588d7,563e981a,2025-01-10 02:16:08.301476,video_recorded
e007cde6,563e981a,2025-01-09 22:30:32.059702,video_shared
b0223811,563e981a,2025-01-10 09:34:27.409049,video_shared
51427bb3,563e981a,2025-01-14 13:52:01.874898,integration_connected
1183198b,563e981a,2025-01-09 05:15:26.329233,video_shared
80f4fbd3,563e981a,2025-01-12 08:04:25.092556,video_shared
0d237f8e,563e981a,2025-01-09 21:06:50.159351,video_shared
5168893c,563e981a,2025-01-10 04:02:17.834502,team_invited
3846dd07,563e981a,2025-01-09 10:34:36.973126,team_invited
28c37dac,563e981a,2025-01-11 09:56:42.612374,video_shared
4b87bb34,563e981a,2025-01-10 15:11:35.367873,video_shared
167c2a9a,563e981a,2025-01-11 20:04:32.926495,video_recorded
7d056d7b,563e981a,2025-01-09 00:22:27.412532,team_invited
f5356d85,563e981a,2025-01-09 15:33:10.177417,video_recorded
15fc0cc7,563e981a,2025-01-10 12:23:40.325539,video_recorded
fd12bba5,563e981a,2025-01-15 12:44:34.544254,video_recorded
ddf7d71e,563e981a,2025-01-11 14:15:56.570443,video_shared
4955829f,93e3006f,2025-01-23 08:09:14.838275,video_recorded
e3bedddc,93e3006f,2025-01-24 05:10:59.010082,team_invited
5ddc40c9,93e3006f,2025-01-22 17:30:16.186489,team_invited
a12df5fd,93e3006f,2025-01-22 06:25:23.498714,video_recorded
39a0b047,93e3006f,2025-01-24 06:34:09.997410,team_invited
930c99dc,93e3006f,2025-01-25 01:02:48.106575,team_invited
b4532f4f,93e3006f,2025-02-02 04:05:45.976655,team_invited
b99a8da2,93e3006f,2025-01-23 04:04:53.109896,team_invited
fdf1141e,93e3006f,2025-01-22 22:44:28.699841,video_shared
8c39206a,93e3006f,2025-01-22 05:52:57.979697,video_recorded
70589b18,93e3006f,2025-01-31 20:41:28.876111,team_invited
dba1d58a,93e3006f,2025-01-25 13:43:34.596342,video_shared
7f327b9b,93e3006f,2025-01-22 13:42:07.454168,video_recorded
023dcede,93e3006f,2025-01-22 20:44:11.152382,team_invited
8ed4a65a,93e3006f,2025-01-25 18:16:37.735392,team_invited
2cbf994c,93e3006f,2025-01-22 23:38:44.458152,integration_connected
8958741a,93e3006f,2025-01-26 00:24:33.311344,team_invited
e8c19b8a,93e3006f,2025-01-24 20:06:51.098352,video_shared
a87f57b4,93e3006f,2025-01-22 20:29:44.206957,video_shared
eb46255f,93e3006f,2025-01-26 06:06:32.734939,video_recorded
31859234,93e3006f,2025-01-22 08:53:00.197669,video_recorded
3c8f7bd4,93e3006f,2025-01-22 02:59:37.912337,team_invited
e5e36c17,93e3006f,2025-01-25 15:34:09.566553,video_shared
3da459e0,93e3006f,2025-01-22 07:24:46.433262,video_shared
4f6bca8f,93e3006f,2025-01-23 22:11:03.926079,video_recorded
60687217,93e3006f,2025-01-23 16:57:38.654834,video_shared
434a5bfa,93e3006f,2025-01-24 20:53:02.454611,team_invited
f3cb9f42,93e3006f,2025-01-22 03:20:17.114386,video_shared
079761de,93e3006f,2025-01-24 22:47:05.998648,team_invited
f32ccc8f,93e3006f,2025-01-27 19:46:37.778263,team_invited
55f69e19,93e3006f,2025-01-22 12:48:19.463584,video_recorded
a35c27c7,93e3006f,2025-01-25 02:02:39.762931,video_recorded
43c8eab3,93e3006f,2025-01-24 15:27:25.240328,integration_connected
ff1f7f17,93e3006f,2025-01-24 13:41:18.009894,video_shared
2039fe59,93e3006f,2025-01-25 02:13:10.399313,video_shared
3ae11efd,93e3006f,2025-01-24 08:47:40.682261,integration_connected
3a418b64,93e3006f,2025-01-23 11:07:50.815089,integration_connected
8519d3f8,93e3006f,2025-01-29 01:44:43.746833,video_recorded
4c6b2af9,93e3006f,2025-01-22 05:10:32.373055,video_recorded
7569543c,93e3006f,2025-01-22 01:19:26.658930,video_recorded
042f5d32,93e3006f,2025-01-25 10:43:08.366972,video_recorded
8cc88d90,93e3006f,2025-01-23 03:39:33.543206,team_invited
5bbbd6f8,93e3006f,2025-01-22 01:41:43.383224,team_invited
307f6500,93e3006f,2025-01-22 23:50:16.834605,video_recorded
90dc3da2,95fef1fa,2025-01-17 23:18:15.667524,video_recorded
6ba5c40a,95fef1fa,2025-01-05 09:29:51.221980,login
2f72d09d,95fef1fa,2025-01-05 06:00:17.367505,login
279b0226,e50ea958,2025-01-19 23:38:53.120481,team_invited
247bc165,e50ea958,2025-01-18 06:05:45.398910,video_shared
341d4a1c,e50ea958,2025-01-19 18:37:58.501370,video_shared
b622034d,e50ea958,2025-01-13 00:47:04.452275,integration_connected
b905e0cd,e50ea958,2025-01-13 06:53:32.078254,video_shared
575af2f7,e50ea958,2025-01-21 23:46:55.241722,integration_connected
2b689a60,e50ea958,2025-01-15 13:20:37.697842,team_invited
c0a645fa,e50ea958,2025-01-14 18:50:27.800811,video_shared
71ffe9a8,e50ea958,2025-01-14 04:41:27.657915,team_invited
20fb99af,e50ea958,2025-01-17 04:30:01.176853,team_invited
9a6422db,e50ea958,2025-01-17 16:14:09.003455,video_recorded
4b8f0ac9,e50ea958,2025-01-15 01:06:27.255432,video_recorded
7eb3f5c3,e50ea958,2025-01-15 09:25:01.973028,video_shared
7cbfebb3,e50ea958,2025-01-19 13:26:11.557766,video_shared
4d3bcb6a,e50ea958,2025-01-13 08:57:51.949382,video_recorded
1ee2a798,e50ea958,2025-01-17 07:12:25.197803,team_invited
8c7fa624,e50ea958,2025-01-13 07:40:32.978214,video_recorded
818e7078,e50ea958,2025-01-16 14:55:08.435852,video_recorded
09a3921a,e50ea958,2025-01-18 04:12:48.173307,team_invited
9a85b897,e50ea958,2025-01-13 06:06:32.796150,video_recorded
99551e99,e50ea958,2025-01-25 22:42:46.859285,video_shared
59ec9d90,e50ea958,2025-01-14 09:20:23.923515,team_invited
fc68bf63,e50ea958,2025-01-21 19:50:09.048240,integration_connected
f3410068,e50ea958,2025-01-17 04:47:33.880446,video_shared
92eb60ea,e50ea958,2025-01-13 06:16:40.683167,team_invited
55624754,e50ea958,2025-01-15 10:50:59.817640,video_shared
ec96792f,e50ea958,2025-01-20 02:30:47.205484,video_recorded
190fb638,e50ea958,2025-01-15 00:51:08.524349,video_recorded
375ed665,e50ea958,2025-01-14 21:31:46.252596,video_recorded
e81520d9,e50ea958,2025-01-13 09:06:26.466145,video_recorded
9292eefe,e50ea958,2025-01-16 03:25:29.725757,team_invited
ceb0291b,e50ea958,2025-01-15 15:02:23.539051,integration_connected
d07c5a85,e50ea958,2025-01-14 09:49:31.272997,video_shared
c72e0208,e50ea958,2025-01-19 02:07:27.057894,video_shared
0d6fce79,e50ea958,2025-01-22 21:48:23.931540,video_recorded
df2942cd,e50ea958,2025-01-23 12:10:54.978410,video_recorded
557830a6,e50ea958,2025-01-19 15:40:33.342598,team_invited
1e03a860,e50ea958,2025-01-27 20:53:29.975174,video_recorded
210f1272,e50ea958,2025-01-15 10:06:42.824840,integration_connected
c070bde2,e50ea958,2025-01-15 05:18:43.067481,team_invited
01635cf1,e50ea958,2025-01-16 13:40:22.400920,video_shared
aeb3c9ab,e50ea958,2025-01-15 23:06:45.145644,team_invited
dff88b46,e50ea958,2025-01-19 22:37:29.133850,video_recorded
ae56ca65,e50ea958,2025-01-13 23:44:55.234553,integration_connected
f773631e,e50ea958,2025-01-19 15:05:47.974735,video_shared
402a9abe,e50ea958,2025-01-15 21:41:28.241049,video_shared
12189018,e50ea958,2025-01-13 15:00:18.358644,video_shared
8f6a9a41,e50ea958,2025-01-14 07:23:19.156173,team_invited
31f1a97b,e50ea958,2025-01-13 05:49:35.056125,integration_connected
31ace6b1,e50ea958,2025-01-25 20:26:17.957183,team_invited
3410a0a8,e50ea958,2025-01-15 07:18:05.930200,video_shared
466ae362,e50ea958,2025-01-18 01:01:31.137813,team_invited
ee3cd19a,e50ea958,2025-01-13 12:46:41.171143,integration_connected
fc43c022,e50ea958,2025-01-18 04:29:15.377346,integration_connected
d6b41110,e50ea958,2025-01-16 21:08:22.157888,team_invited
41265b6b,e50ea958,2025-01-14 15:00:09.289709,integration_connected
f193cbff,e50ea958,2025-01-19 00:44:53.704908,video_recorded
eb09b11f,e50ea958,2025-01-13 01:55:26.035732,video_shared
91534d0a,e50ea958,2025-01-17 23:46:57.489801,integration_connected
bb71304e,ee26ec1b,2025-01-28 14:34:48.415496,video_shared
107593fb,ee26ec1b,2025-01-27 04:10:40.589029,team_invited
d9738efa,ee26ec1b,2025-02-01 00:40:49.640254,integration_connected
f5ab3bab,ee26ec1b,2025-02-13 02:01:51.185473,team_invited
d5f391c2,ee26ec1b,2025-01-31 09:30:01.376981,integration_connected
561e9ab6,ee26ec1b,2025-02-01 16:25:24.906213,video_shared
e9799b8c,ee26ec1b,2025-01-28 19:06:55.913662,video_recorded
2ed0b34c,ee26ec1b,2025-02-05 05:46:34.005446,team_invited
c4d6fff1,ee26ec1b,2025-01-27 18:41:29.285628,team_invited
db732901,ee26ec1b,2025-01-29 21:18:44.176685,video_shared
ab43d3c6,ee26ec1b,2025-01-27 08:40:43.740266,team_invited
be64f32d,ee26ec1b,2025-01-29 04:53:31.021949,team_invited
5aca0f9e,ee26ec1b,2025-01-29 04:52:13.115822,team_invited
9c48d907,ee26ec1b,2025-01-29 09:47:53.867650,team_invited
b1d3583b,ee26ec1b,2025-02-02 06:40:43.040325,video_shared
69cb8441,ee26ec1b,2025-01-27 10:21:35.758037,video_recorded
7af54b88,ee26ec1b,2025-01-31 05:18:29.291730,team_invited
9f199ae8,ee26ec1b,2025-01-30 15:40:18.858149,video_shared
57e59850,ee26ec1b,2025-01-27 10:33:21.973278,video_recorded
2c7be432,ee26ec1b,2025-01-28 07:04:53.338185,team_invited
ad977118,ee26ec1b,2025-01-28 11:51:16.900072,video_shared
073f5445,ee26ec1b,2025-02-03 00:50:39.946757,video_shared
4cb9d6f5,ee26ec1b,2025-01-29 03:56:59.287276,team_invited
cf462150,ee26ec1b,2025-01-28 12:21:56.770033,team_invited
10513d0d,ee26ec1b,2025-02-01 22:47:10.054843,integration_connected
25349122,ee26ec1b,2025-01-27 11:27:14.023118,integration_connected
254e521a,ee26ec1b,2025-01-29 00:46:48.720834,video_shared
31e49073,ee26ec1b,2025-01-28 20:15:00.941942,integration_connected
c7468440,ee26ec1b,2025-01-29 00:51:04.943059,video_shared
e16e1994,ee26ec1b,2025-01-30 00:15:03.642210,video_shared
a86b5a5a,ee26ec1b,2025-01-27 05:40:49.663050,video_recorded
70b356fd,ee26ec1b,2025-01-27 09:51:55.175518,video_recorded
85e9726c,ee26ec1b,2025-01-27 10:45:40.049125,team_invited
f2f4c088,ee26ec1b,2025-01-27 14:27:13.455743,video_shared
78292e97,ee26ec1b,2025-02-02 19:30:36.493233,video_shared
df54e5e0,ee26ec1b,2025-01-30 07:17:34.130483,video_recorded
f55a0347,ee26ec1b,2025-01-27 15:22:32.414274,video_recorded
87ec3d1a,ee26ec1b,2025-01-27 13:19:24.271582,video_shared
b3c49541,ee26ec1b,2025-01-27 14:01:35.223092,video_recorded
df062d5f,ee26ec1b,2025-01-27 09:15:21.770537,video_shared
3f8c8d35,ee26ec1b,2025-01-27 16:38:19.099885,video_shared
51f14833,ee26ec1b,2025-01-29 02:24:01.343878,team_invited
1dd35415,ee26ec1b,2025-01-27 02:53:15.405242,team_invited
a25c9ec3,ee26ec1b,2025-01-29 23:10:43.484543,video_recorded
61e0c59e,ee26ec1b,2025-02-02 04:54:20.513848,integration_connected
0174d941,ee26ec1b,2025-01-27 04:32:15.516904,video_shared
65519815,ee26ec1b,2025-01-31 22:08:50.399492,team_invited
9aca4556,ee26ec1b,2025-01-27 14:41:11.520630,video_shared
b2b5e3bb,ee26ec1b,2025-01-28 09:19:13.900518,video_shared
d7a4d8a1,ee26ec1b,2025-01-29 21:20:10.075388,video_shared
feee90d4,ee26ec1b,2025-01-28 20:42:14.975510,team_invited
185c2e79,ee26ec1b,2025-01-27 02:41:27.069242,video_shared
f52ea3ed,ee26ec1b,2025-01-30 17:57:48.293989,team_invited
84b32baa,ee26ec1b,2025-01-29 03:36:29.145884,team_invited
dc284389,ee26ec1b,2025-01-27 08:09:43.258950,video_shared
7dd7e803,ee26ec1b,2025-01-29 06:45:49.282315,video_shared
f640b960,ee26ec1b,2025-01-27 22:35:04.459399,video_shared
89d1cc13,ee26ec1b,2025-01-27 01:27:35.373506,video_shared
5055dee2,ee26ec1b,2025-01-27 17:06:14.757714,video_shared
f6bf7147,ee26ec1b,2025-01-27 09:11:04.356371,team_invited
2ec013b9,ee26ec1b,2025-01-29 16:49:43.372558,team_invited
7f5f9545,ee26ec1b,2025-01-31 16:04:58.981192,video_shared
ca89836c,ee26ec1b,2025-01-27 06:32:49.598899,team_invited
299acbaa,ee26ec1b,2025-01-29 15:38:32.856600,team_invited
c88e57f7,ee26ec1b,2025-01-28 16:40:56.981120,video_recorded
8684cab8,ee26ec1b,2025-01-28 00:01:51.157124,video_shared
29f58760,ee26ec1b,2025-01-30 02:45:07.819332,team_invited
f40c23f7,ee26ec1b,2025-01-28 07:41:41.592102,integration_connected
691948da,ee26ec1b,2025-01-29 19:01:11.915795,video_shared
df4c7c0f,ee26ec1b,2025-01-27 07:43:43.306799,video_recorded
2ba57926,05c21e90,2025-02-04 02:46:56.049431,video_recorded
57a1b077,05c21e90,2025-01-24 12:31:21.271978,integration_connected
04cb70f3,05c21e90,2025-01-29 00:26:58.460862,team_invited
5ad9eaf9,05c21e90,2025-01-23 21:28:32.901652,video_recorded
31eee01a,05c21e90,2025-01-26 07:31:41.847978,integration_connected
78be6291,05c21e90,2025-01-25 10:34:58.189358,team_invited
c3f2aa2b,05c21e90,2025-01-23 23:39:00.727986,team_invited
3c876517,05c21e90,2025-01-23 14:54:34.612972,video_shared
f877cf44,05c21e90,2025-01-24 15:53:54.267378,team_invited
976b1449,05c21e90,2025-01-23 19:59:17.181661,video_recorded
d059b8b8,05c21e90,2025-01-25 19:54:37.351206,video_shared
c483bf16,05c21e90,2025-01-25 14:40:21.435301,video_recorded
84ae3445,05c21e90,2025-01-24 23:14:26.661185,team_invited
1067592f,05c21e90,2025-01-23 03:49:53.237658,video_shared
0f83b85f,05c21e90,2025-01-23 10:23:35.345515,video_recorded
58af8e9a,05c21e90,2025-02-05 19:17:11.379914,video_shared
ba68f1c3,05c21e90,2025-01-27 23:31:30.303089,video_shared
e4cc40d6,05c21e90,2025-01-26 10:22:41.438184,team_invited
e15cb0af,05c21e90,2025-01-25 17:11:31.757209,video_shared
27a8851c,05c21e90,2025-01-24 14:12:52.425261,video_shared
8d5d06d0,05c21e90,2025-01-30 22:59:02.527699,team_invited
5c66963b,05c21e90,2025-02-02 01:25:43.320137,video_recorded
2083dd3f,05c21e90,2025-01-26 22:30:13.313409,integration_connected
e0c4775c,05c21e90,2025-01-23 14:23:48.545874,video_recorded
51ddb960,05c21e90,2025-01-27 01:18:01.105306,team_invited
d5cc7c58,05c21e90,2025-01-28 12:46:24.795031,video_recorded
0cf0674b,05c21e90,2025-01-27 18:11:44.188779,video_shared
043afb94,05c21e90,2025-01-23 12:52:02.979572,video_recorded
52b3922a,05c21e90,2025-01-28 01:19:38.770841,team_invited
b9d71101,05c21e90,2025-01-25 05:18:25.447885,video_shared
3124abc9,05c21e90,2025-01-29 06:59:54.931363,video_shared
acaf1c7a,05c21e90,2025-01-28 02:07:04.626210,video_shared
1a426029,05c21e90,2025-01-24 10:03:52.591460,video_shared
5efdc3de,05c21e90,2025-01-24 01:49:20.855392,team_invited
74067c57,05c21e90,2025-01-25 02:17:57.849828,video_shared
b0f4c8a6,05c21e90,2025-01-29 21:28:49.689004,video_shared
3d35bda0,05c21e90,2025-01-25 08:28:05.993460,integration_connected
1186e58b,05c21e90,2025-01-25 22:28:24.779560,video_recorded
e44942d9,05c21e90,2025-01-31 10:21:51.844475,team_invited
5669d3ab,05c21e90,2025-01-24 05:21:48.580991,video_recorded
07101825,05c21e90,2025-01-27 17:45:36.361760,team_invited
7b7f329b,05c21e90,2025-01-25 06:53:37.672006,team_invited
c0074891,05c21e90,2025-01-27 15:53:14.211550,video_recorded
1eb1d481,05c21e90,2025-01-24 02:53:47.413322,video_shared
b97d1a11,05c21e90,2025-01-27 02:05:25.801636,video_recorded
e7a1caac,05c21e90,2025-01-25 12:44:50.553815,team_invited
1f3f9aec,05c21e90,2025-01-29 06:44:38.575665,video_shared
f852d052,05c21e90,2025-01-28 03:58:12.624150,video_recorded
962dd88f,05c21e90,2025-01-28 14:54:34.433709,video_recorded
876f4fb8,05c21e90,2025-01-24 12:27:16.752410,team_invited
e47c251b,05c21e90,2025-01-23 11:41:39.727947,video_shared
b7771b2b,05c21e90,2025-01-26 20:14:06.370910,team_invited
a0a17400,05c21e90,2025-01-26 01:47:19.618905,team_invited
d38850ff,05c21e90,2025-01-25 08:20:15.991030,video_shared
b8f13dcf,05c21e90,2025-01-24 06:32:28.283831,video_recorded
0c7377a2,05c21e90,2025-01-30 04:08:35.095313,team_invited
90b230ea,05c21e90,2025-01-24 12:52:54.074937,video_shared
abc68382,05c21e90,2025-01-31 19:52:59.912630,video_recorded
c7eaf30c,05c21e90,2025-01-25 15:32:09.642681,team_invited
9a27906a,05c21e90,2025-01-25 20:03:53.247226,video_recorded
8c15179d,05c21e90,2025-01-29 04:04:54.961043,integration_connected
68cee313,05c21e90,2025-01-25 11:57:19.848254,team_invited
d44a878d,05c21e90,2025-01-30 16:08:16.057554,team_invited
a4a2e568,05c21e90,2025-01-23 11:55:00.323965,team_invited
6acce880,05c21e90,2025-01-25 19:11:30.846143,video_shared
75e38a97,05c21e90,2025-01-27 00:00:40.686767,integration_connected
83451559,9c272e06,2025-01-14 09:35:11.432759,integration_connected
8dad5dc7,9c272e06,2025-01-20 02:50:18.682974,team_invited
bd168d38,9c272e06,2025-01-16 16:25:09.813546,video_shared
eeea0f97,9c272e06,2025-01-14 04:03:17.664284,video_shared
3dd60fac,9c272e06,2025-01-18 20:54:51.010548,video_recorded
e311cd9b,9c272e06,2025-01-15 05:12:41.041996,video_shared
d8c3eaec,9c272e06,2025-01-16 07:30:12.879853,integration_connected
eaf53fcf,9c272e06,2025-01-15 06:36:45.907143,video_shared
d057bd2d,9c272e06,2025-01-18 00:18:02.320272,video_shared
c610e98c,9c272e06,2025-01-14 18:18:55.937184,video_shared
54630739,9c272e06,2025-01-14 10:55:51.723765,video_recorded
ac67ef72,9c272e06,2025-01-16 01:40:18.980694,video_shared
0b007b56,9c272e06,2025-01-21 09:21:25.476978,video_shared
2f0b90ef,9c272e06,2025-01-16 14:33:39.497877,team_invited
d55f43a7,9c272e06,2025-01-14 00:56:56.500899,team_invited
22178e85,9c272e06,2025-01-14 14:06:58.399540,integration_connected
ad1bcaa4,9c272e06,2025-01-14 11:35:17.437597,video_shared
cd1391f3,9c272e06,2025-01-14 06:25:24.123039,integration_connected
69d7d515,9c272e06,2025-01-16 02:13:24.147579,team_invited
2ad9e207,9c272e06,2025-01-14 04:59:56.787575,team_invited
e766401c,9c272e06,2025-01-14 16:57:48.255674,team_invited
91a1e4b4,9c272e06,2025-01-14 16:31:49.424259,video_recorded
5ee4041e,9c272e06,2025-01-14 02:40:51.141410,video_shared
932d3e90,9c272e06,2025-01-16 11:54:25.831673,video_recorded
5790ab6b,9c272e06,2025-01-18 11:34:05.472261,video_shared
cc1d2566,9c272e06,2025-01-16 05:30:26.464070,video_shared
ab6593ec,9c272e06,2025-01-15 12:52:15.853770,team_invited
9df4b592,9c272e06,2025-01-14 12:08:47.819352,video_recorded
075fa97d,9c272e06,2025-01-19 22:29:03.665894,integration_connected
387403b4,9c272e06,2025-01-15 09:38:44.726994,video_shared
6e8a6a92,9c272e06,2025-01-17 02:21:47.790312,video_shared
0b151525,9c272e06,2025-01-14 01:51:05.107352,video_recorded
690c5f77,9c272e06,2025-01-17 18:37:30.700954,team_invited
d420a65f,9c272e06,2025-01-14 01:58:40.187164,video_shared
7b9035bb,9c272e06,2025-01-14 18:55:07.801264,team_invited
2d6b7848,9c272e06,2025-01-14 01:25:59.993231,video_recorded
378019b6,9c272e06,2025-01-18 19:50:57.576355,video_recorded
bbb219be,9c272e06,2025-01-17 04:09:15.603848,video_shared
28f45412,9c272e06,2025-01-14 07:32:28.616679,video_shared
87285c8b,9c272e06,2025-01-17 20:14:19.775555,team_invited
